,subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice
0,11,0,self,win,self_win,1,Play to WIN points,0,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
1,11,0,self,win,self_win,1,Play to WIN points,1,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
2,11,0,self,win,self_win,1,Play to WIN points,2,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
3,11,0,self,win,self_win,1,Play to WIN points,3,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right
4,11,0,self,win,self_win,1,Play to WIN points,4,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
5,11,0,self,win,self_win,1,Play to WIN points,5,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
6,11,0,self,win,self_win,1,Play to WIN points,6,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
7,11,0,self,win,self_win,1,Play to WIN points,7,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
8,11,0,self,win,self_win,1,Play to WIN points,8,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
9,11,0,self,win,self_win,1,Play to WIN points,9,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
10,11,0,self,win,self_win,1,Play to WIN points,10,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left
11,11,0,self,win,self_win,1,Play to WIN points,11,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left
12,11,0,self,win,self_win,1,Play to WIN points,12,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
13,11,0,self,win,self_win,1,Play to WIN points,13,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
14,11,0,self,win,self_win,1,Play to WIN points,14,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
15,11,0,self,win,self_win,1,Play to WIN points,15,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
16,11,0,self,win,self_win,1,Play to WIN points,16,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right
17,11,0,self,win,self_win,1,Play to WIN points,17,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
18,11,0,self,win,self_win,1,Play to WIN points,18,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
19,11,0,self,win,self_win,1,Play to WIN points,19,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
20,11,0,self,win,self_win,1,Play to WIN points,20,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
21,11,0,self,win,self_win,1,Play to WIN points,21,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left
22,11,0,self,win,self_win,1,Play to WIN points,22,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left
23,11,0,self,win,self_win,1,Play to WIN points,23,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left
24,11,0,self,win,self_win,1,Play to WIN points,24,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
25,11,0,self,win,self_win,1,Play to WIN points,25,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right
26,11,0,self,win,self_win,1,Play to WIN points,26,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
27,11,0,self,win,self_win,1,Play to WIN points,27,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
28,11,0,self,win,self_win,1,Play to WIN points,28,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right
29,11,0,self,win,self_win,1,Play to WIN points,29,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
30,11,0,self,win,self_win,1,Play to WIN points,30,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left
