index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",0,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
1,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",1,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
2,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",2,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
3,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",3,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
4,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",4,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
5,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",5,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
6,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",6,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
7,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",7,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
8,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",8,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
9,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",9,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
10,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",10,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
11,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",11,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
12,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",12,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
13,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",13,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
14,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",14,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,left
15,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",15,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,left
16,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",16,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
17,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",17,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
18,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",18,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
19,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",19,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
20,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",20,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right
21,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",21,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
22,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",22,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,left
23,10,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",23,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left
24,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",0,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
25,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",1,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left
26,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",2,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right
27,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",3,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
28,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",4,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left
29,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",5,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
30,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",6,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
31,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",7,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left
32,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",8,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
33,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",9,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right
34,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",10,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
35,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",11,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
36,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",12,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,left
37,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",13,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
38,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",14,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left
39,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",15,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right
40,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",16,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right
41,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",17,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left
42,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",18,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right
43,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",19,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left
44,10,1,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",20,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,left
