index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",0,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
1,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",1,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
2,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",2,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
3,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",3,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
4,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",4,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
5,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",5,stimuli/tunga_15.bmp,0,stimuli/tunga_04.bmp,1,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,left
6,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",6,stimuli/tunga_15.bmp,0,stimuli/tunga_04.bmp,1,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,left
7,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",7,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
8,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",8,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
9,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",9,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
10,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",10,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
11,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",11,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
12,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",12,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
13,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",13,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,left
14,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",14,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
15,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",15,stimuli/tunga_15.bmp,0,stimuli/tunga_04.bmp,1,0,15,4,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,stimuli/tunga_04.bmp,right
16,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",16,stimuli/tunga_15.bmp,0,stimuli/tunga_04.bmp,1,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_04.bmp,left
17,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",17,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
18,4,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",18,stimuli/tunga_15.bmp,1,stimuli/tunga_04.bmp,0,1,4,15,stimuli/tunga_04.bmp,stimuli/tunga_15.bmp,stimuli/tunga_15.bmp,right
