index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",0,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
1,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",1,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
2,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",2,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
3,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",3,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
4,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",4,stimuli/tunga_10.bmp,0,stimuli/tunga_05.bmp,1,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,left
5,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",5,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_10.bmp,right
6,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",6,stimuli/tunga_10.bmp,0,stimuli/tunga_05.bmp,1,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,left
7,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",7,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_10.bmp,right
8,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",8,stimuli/tunga_10.bmp,0,stimuli/tunga_05.bmp,1,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,left
9,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",9,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
10,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",10,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_10.bmp,right
11,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",11,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
12,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",12,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
13,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",13,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_10.bmp,right
14,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",14,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
15,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",15,stimuli/tunga_10.bmp,0,stimuli/tunga_05.bmp,1,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,left
16,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",16,stimuli/tunga_10.bmp,0,stimuli/tunga_05.bmp,1,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,left
17,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",17,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
18,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",18,stimuli/tunga_10.bmp,0,stimuli/tunga_05.bmp,1,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,left
19,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",19,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,1,5,10,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,stimuli/tunga_10.bmp,right
20,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",20,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
21,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",21,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
22,2,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",22,stimuli/tunga_10.bmp,1,stimuli/tunga_05.bmp,0,0,10,5,stimuli/tunga_10.bmp,stimuli/tunga_05.bmp,stimuli/tunga_10.bmp,left
