index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",0,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
1,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",1,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
2,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",2,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
3,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",3,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
4,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",4,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
5,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",5,stimuli/tunga_12.bmp,0,stimuli/tunga_03.bmp,1,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
6,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",6,stimuli/tunga_12.bmp,0,stimuli/tunga_03.bmp,1,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,left
7,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",7,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
8,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",8,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
9,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",9,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
10,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",10,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
11,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",11,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
12,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",12,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
13,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",13,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
14,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",14,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
15,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",15,stimuli/tunga_12.bmp,0,stimuli/tunga_03.bmp,1,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
16,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",16,stimuli/tunga_12.bmp,0,stimuli/tunga_03.bmp,1,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
17,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",17,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
18,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",18,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
19,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",19,stimuli/tunga_12.bmp,0,stimuli/tunga_03.bmp,1,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
20,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",20,stimuli/tunga_12.bmp,0,stimuli/tunga_03.bmp,1,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
21,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",21,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,1,3,12,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
22,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",22,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
23,12,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",23,stimuli/tunga_12.bmp,1,stimuli/tunga_03.bmp,0,0,12,3,stimuli/tunga_12.bmp,stimuli/tunga_03.bmp,stimuli/tunga_12.bmp,left
24,12,0,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",0,stimuli/tunga_07.bmp,1,stimuli/tunga_10.bmp,0,1,10,7,stimuli/tunga_10.bmp,stimuli/tunga_07.bmp,stimuli/tunga_07.bmp,right
