index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",0,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
1,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",1,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
2,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",2,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
3,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",3,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
4,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",4,stimuli/tunga_01.bmp,0,stimuli/tunga_12.bmp,1,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,left
5,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",5,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
6,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",6,stimuli/tunga_01.bmp,0,stimuli/tunga_12.bmp,1,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
7,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",7,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
8,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",8,stimuli/tunga_01.bmp,0,stimuli/tunga_12.bmp,1,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
9,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",9,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
10,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",10,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
11,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",11,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
12,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",12,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
13,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",13,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
14,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",14,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
15,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",15,stimuli/tunga_01.bmp,0,stimuli/tunga_12.bmp,1,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,left
16,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",16,stimuli/tunga_01.bmp,0,stimuli/tunga_12.bmp,1,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
17,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",17,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
18,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",18,stimuli/tunga_01.bmp,0,stimuli/tunga_12.bmp,1,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,left
19,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",19,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
20,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",20,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,1,12,1,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,stimuli/tunga_01.bmp,right
21,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",21,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
22,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",22,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
23,1,2,0,social,win,social_win,1,"Play to WIN points

for the NEXT PARTICIPANT",23,stimuli/tunga_01.bmp,1,stimuli/tunga_12.bmp,0,0,1,12,stimuli/tunga_01.bmp,stimuli/tunga_12.bmp,stimuli/tunga_01.bmp,left
24,1,2,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",0,stimuli/tunga_03.bmp,1,stimuli/tunga_14.bmp,0,0,3,14,stimuli/tunga_03.bmp,stimuli/tunga_14.bmp,stimuli/tunga_03.bmp,left
25,1,2,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",1,stimuli/tunga_03.bmp,1,stimuli/tunga_14.bmp,0,0,3,14,stimuli/tunga_03.bmp,stimuli/tunga_14.bmp,stimuli/tunga_03.bmp,left
26,1,2,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",2,stimuli/tunga_03.bmp,1,stimuli/tunga_14.bmp,0,0,3,14,stimuli/tunga_03.bmp,stimuli/tunga_14.bmp,stimuli/tunga_03.bmp,left
27,1,2,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",3,stimuli/tunga_03.bmp,1,stimuli/tunga_14.bmp,0,0,3,14,stimuli/tunga_03.bmp,stimuli/tunga_14.bmp,stimuli/tunga_03.bmp,left
