index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",0,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,0,16,12,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
1,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",1,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,1,12,16,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,left
2,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",2,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,1,12,16,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,left
3,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",3,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,1,12,16,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,left
4,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",4,stimuli/tunga_16.bmp,0,stimuli/tunga_12.bmp,-1,0,16,12,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,left
5,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",5,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,0,16,12,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
6,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",6,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,1,12,16,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,left
7,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",7,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,0,16,12,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right
8,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",8,stimuli/tunga_16.bmp,-1,stimuli/tunga_12.bmp,0,1,12,16,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,stimuli/tunga_12.bmp,left
9,8,1,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",9,stimuli/tunga_16.bmp,0,stimuli/tunga_12.bmp,-1,1,12,16,stimuli/tunga_12.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right
