index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice
0,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",0,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,0,3,15,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,left
1,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",1,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
2,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",2,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
3,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",3,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
4,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",4,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,0,3,15,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,left
5,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",5,stimuli/tunga_03.bmp,0,stimuli/tunga_15.bmp,1,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,left
6,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",6,stimuli/tunga_03.bmp,0,stimuli/tunga_15.bmp,1,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,left
7,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",7,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
8,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",8,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
9,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",9,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
10,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",10,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,0,3,15,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,left
11,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",11,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,0,3,15,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,left
12,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",12,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
13,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",13,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,1,15,3,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,stimuli/tunga_03.bmp,right
14,7,0,0,self,win,self_win,0,"Play to WIN points

for YOURSELF",14,stimuli/tunga_03.bmp,1,stimuli/tunga_15.bmp,0,0,3,15,stimuli/tunga_03.bmp,stimuli/tunga_15.bmp,stimuli/tunga_03.bmp,left
